startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/19/2021 8:27:51,9/19/2021 8:42:13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,I’m not sure,qualified,1,77,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,70,Democrat,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.6785233
9/17/2021 17:34:31,9/17/2021 23:08:44,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,19,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Rented for cash,Working full-time,OK,2,0,West-South Central,70,Independent,Armed Forces,Someone else does all of it,Rented,5000+,Urban,In the center city of an MSA,Black or African American,No,1.7414584
9/17/2021 20:07:56,9/17/2021 20:18:25,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,26,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,4,0,South Atlantic,70,Republican,Wholesale Trade,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),2-9,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.9376679
9/18/2021 14:00:21,9/18/2021 14:26:30,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,74,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Divorced,Metro area,South,Owned or being bought by you or someone in,Not working,SC,2,0,South Atlantic,70,Independent,Not asked,You do most of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8554859
9/18/2021 7:21:12,9/18/2021 7:37:47,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not very concerned,I’m not sure,qualified,1,75,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,AL,2,0,East-South Central,70,Republican,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,White,No,.9258283
9/17/2021 22:24:05,9/17/2021 22:38:00,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,57,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,ID,3,0,Mountain,70,Republican,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,No,.6619892
9/17/2021 17:42:41,9/17/2021 17:55:18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,I’m not sure,qualified,1,58,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,FL,2,0,South Atlantic,70,Something else,"Arts, Entertainment, and Recreation",You do most of it,Owned by you or someone in your household with a mortgage or loan,100-249,Urban,In the center city of an MSA,White,No,.5869983
9/18/2021 9:15:33,9/18/2021 9:25:37,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,Yes,qualified,1,56,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CO,2,0,Mountain,70,Independent,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Inside a suburban county of the MSA,White,No,.6277235
9/17/2021 22:36:38,9/17/2021 22:46:01,Not selected,Woolly Mammoths,Not selected,Mastodon,Not selected,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,29,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,ID,2,0,Mountain,70,Something else,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,No,1.0703609
9/17/2021 17:55:57,9/17/2021 18:16:53,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,37,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,South,Rented for cash,Working full-time,FL,2,0,South Atlantic,70,Something else,"Professional, Scientific, Technical, and Business Services","Someone else does most of it, you do some of it",Rented,1000-2499,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8196812
9/17/2021 22:18:57,9/17/2021 22:37:00,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,26,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,3,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,3,0,West-South Central,70,Democrat,"Health Care (including Elder Care, Home Health Care)","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,No,1.7414584
9/17/2021 20:00:01,9/17/2021 20:13:10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,40,Some college,Some college or Associate degree,Hispanic,Male,4,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Now married,Metro area,West,Rented for cash,Not working,CA,1,3,Pacific,70,Republican,Not asked,You do about half of it,Rented,Not asked,Urban,In the center city of an MSA,White,Yes,1.3780929
9/17/2021 20:03:46,9/17/2021 20:16:30,Not selected,Not selected,Not selected,Not selected,Saber-Toothed Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,18,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,5,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Never married,Non-metro area,West,Owned or being bought by you or someone in,Working part-time,CO,3,2,Mountain,70,Independent,Repairs and Maintenance,Someone else does all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Only me,Suburban,Not in an MSA,White,No,1.7244142
9/18/2021 16:49:30,9/18/2021 17:11:59,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,34,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,UT,2,2,Mountain,70,Independent,Not asked,You do most of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Urban,In the center city of an MSA,White,Yes,.7409851
9/17/2021 22:11:24,9/17/2021 22:22:03,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,50,Bachelor or higher,Bachelor’s degree,Hispanic,Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,1,Pacific,70,Democrat,Retail/Stores/Shopping (including Online Retail),You do about half of it,Owned by you or someone in your household with a mortgage or loan,250-499,Urban,In the center city of an MSA,White,Yes,1.0021122
9/18/2021 12:27:43,9/18/2021 12:57:13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,67,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,Democrat,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.6609728
9/17/2021 19:56:44,9/18/2021 18:46:00,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,52,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,LA,2,0,West-South Central,70,Independent,"Professional, Scientific, Technical, and Business Services",You do about half of it,Owned by you or someone in your household with a mortgage or loan,500-999,Urban,In the center city of an MSA,Black or African American,No,.9746361
9/17/2021 22:03:05,9/17/2021 22:18:54,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,Yes,qualified,1,68,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working part-time,CA,1,0,Pacific,70,Republican,Real Estate and Property Management,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Only me,Urban,In the center city of an MSA,White,No,.8539382
